Training: 2023-08-17 21:02:38,665-rank_id: 0
Training: 2023-08-17 23:22:20,708-Speed 142.58 samples/sec   Loss 1.1485   LearningRate 0.000011   Epoch: 1   Global Step: 35750   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:22:22,973-Speed 141.27 samples/sec   Loss 1.1611   LearningRate 0.000011   Epoch: 1   Global Step: 35760   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:22:25,224-Speed 142.21 samples/sec   Loss 1.1410   LearningRate 0.000011   Epoch: 1   Global Step: 35770   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:27,494-Speed 141.00 samples/sec   Loss 1.1689   LearningRate 0.000011   Epoch: 1   Global Step: 35780   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:29,767-Speed 140.82 samples/sec   Loss 1.1388   LearningRate 0.000011   Epoch: 1   Global Step: 35790   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:32,056-Speed 139.85 samples/sec   Loss 1.1499   LearningRate 0.000011   Epoch: 1   Global Step: 35800   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:34,345-Speed 139.85 samples/sec   Loss 1.1531   LearningRate 0.000011   Epoch: 1   Global Step: 35810   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:36,637-Speed 139.61 samples/sec   Loss 1.1323   LearningRate 0.000011   Epoch: 1   Global Step: 35820   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:38,910-Speed 140.83 samples/sec   Loss 1.1609   LearningRate 0.000011   Epoch: 1   Global Step: 35830   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:41,195-Speed 140.10 samples/sec   Loss 1.1562   LearningRate 0.000011   Epoch: 1   Global Step: 35840   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:43,461-Speed 141.24 samples/sec   Loss 1.1705   LearningRate 0.000011   Epoch: 1   Global Step: 35850   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:45,728-Speed 141.17 samples/sec   Loss 1.1822   LearningRate 0.000011   Epoch: 1   Global Step: 35860   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:22:48,024-Speed 139.41 samples/sec   Loss 1.1874   LearningRate 0.000011   Epoch: 1   Global Step: 35870   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:22:50,285-Speed 141.56 samples/sec   Loss 1.1566   LearningRate 0.000011   Epoch: 1   Global Step: 35880   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:22:52,574-Speed 139.82 samples/sec   Loss 1.1379   LearningRate 0.000011   Epoch: 1   Global Step: 35890   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:22:54,859-Speed 140.08 samples/sec   Loss 1.1756   LearningRate 0.000011   Epoch: 1   Global Step: 35900   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:22:57,139-Speed 140.40 samples/sec   Loss 1.1475   LearningRate 0.000011   Epoch: 1   Global Step: 35910   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:22:59,423-Speed 140.15 samples/sec   Loss 1.1749   LearningRate 0.000011   Epoch: 1   Global Step: 35920   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:23:01,703-Speed 140.37 samples/sec   Loss 1.1574   LearningRate 0.000011   Epoch: 1   Global Step: 35930   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:23:03,986-Speed 140.23 samples/sec   Loss 1.1590   LearningRate 0.000011   Epoch: 1   Global Step: 35940   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:23:06,251-Speed 141.29 samples/sec   Loss 1.1552   LearningRate 0.000011   Epoch: 1   Global Step: 35950   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:08,524-Speed 140.83 samples/sec   Loss 1.1578   LearningRate 0.000011   Epoch: 1   Global Step: 35960   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:10,794-Speed 140.96 samples/sec   Loss 1.1643   LearningRate 0.000011   Epoch: 1   Global Step: 35970   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:13,061-Speed 141.22 samples/sec   Loss 1.1674   LearningRate 0.000011   Epoch: 1   Global Step: 35980   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:15,333-Speed 140.87 samples/sec   Loss 1.1350   LearningRate 0.000011   Epoch: 1   Global Step: 35990   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:17,379-Val on RAF/AffectNet:
Training: 2023-08-17 23:23:17,488-Test: [0/48]	Time 0.108 (0.108)	Loss 0.6062 (0.6062)	Acc@1 90.625 (90.625)	Acc@5 98.438 (98.438)	Mem 5268MB
Training: 2023-08-17 23:23:18,550-Test: [10/48]	Time 0.107 (0.106)	Loss 0.5872 (0.6144)	Acc@1 92.188 (90.341)	Acc@5 98.438 (97.585)	Mem 5268MB
Training: 2023-08-17 23:23:19,623-Test: [20/48]	Time 0.106 (0.107)	Loss 0.5552 (0.5727)	Acc@1 93.750 (91.964)	Acc@5 98.438 (98.289)	Mem 5268MB
Training: 2023-08-17 23:23:20,682-Test: [30/48]	Time 0.106 (0.107)	Loss 0.5224 (0.5705)	Acc@1 92.188 (91.835)	Acc@5 100.000 (98.337)	Mem 5268MB
Training: 2023-08-17 23:23:21,745-Test: [40/48]	Time 0.106 (0.106)	Loss 0.6301 (0.5604)	Acc@1 89.062 (92.111)	Acc@5 95.312 (98.476)	Mem 5268MB
Training: 2023-08-17 23:23:22,485-[35999]Expression Loss: 0.55686
Training: 2023-08-17 23:23:22,485-[35999]Expression Acc@1: 92.27510
Training: 2023-08-17 23:23:22,485-[35999]Expression Acc@1-Highest: 92.47067
Training: 2023-08-17 23:23:22,485-[35999]Expression Acc@5: 98.56584
Training: 2023-08-17 23:23:22,485-[35999]Expression Acc@5-Highest: 99.44589
Training: 2023-08-17 23:23:22,485-[35999]10 Times Expression Acc@1: 92.02738
Training: 2023-08-17 23:23:22,486-[35999]10 Times Expression Acc@1-Highest: 92.07627
Training: 2023-08-17 23:23:23,089-Speed 41.26 samples/sec   Loss 1.1583   LearningRate 0.000011   Epoch: 1   Global Step: 36000   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:25,340-Speed 142.20 samples/sec   Loss 1.1652   LearningRate 0.000011   Epoch: 1   Global Step: 36010   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:27,625-Speed 140.07 samples/sec   Loss 1.1557   LearningRate 0.000011   Epoch: 1   Global Step: 36020   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:29,926-Speed 139.11 samples/sec   Loss 1.1418   LearningRate 0.000011   Epoch: 1   Global Step: 36030   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:32,208-Speed 140.27 samples/sec   Loss 1.1566   LearningRate 0.000011   Epoch: 1   Global Step: 36040   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:34,499-Speed 139.72 samples/sec   Loss 1.1966   LearningRate 0.000011   Epoch: 1   Global Step: 36050   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:23:36,768-Speed 141.04 samples/sec   Loss 1.1813   LearningRate 0.000011   Epoch: 1   Global Step: 36060   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:39,046-Speed 140.55 samples/sec   Loss 1.1456   LearningRate 0.000011   Epoch: 1   Global Step: 36070   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:41,321-Speed 140.70 samples/sec   Loss 1.1735   LearningRate 0.000011   Epoch: 1   Global Step: 36080   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:43,601-Speed 140.37 samples/sec   Loss 1.1476   LearningRate 0.000011   Epoch: 1   Global Step: 36090   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:45,875-Speed 140.76 samples/sec   Loss 1.1765   LearningRate 0.000011   Epoch: 1   Global Step: 36100   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:48,157-Speed 140.27 samples/sec   Loss 1.1518   LearningRate 0.000011   Epoch: 1   Global Step: 36110   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:50,443-Speed 140.02 samples/sec   Loss 1.1482   LearningRate 0.000011   Epoch: 1   Global Step: 36120   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:52,708-Speed 141.32 samples/sec   Loss 1.1492   LearningRate 0.000011   Epoch: 1   Global Step: 36130   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:54,992-Speed 140.14 samples/sec   Loss 1.1176   LearningRate 0.000011   Epoch: 1   Global Step: 36140   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:57,266-Speed 140.78 samples/sec   Loss 1.1568   LearningRate 0.000011   Epoch: 1   Global Step: 36150   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:23:59,546-Speed 140.36 samples/sec   Loss 1.1342   LearningRate 0.000011   Epoch: 1   Global Step: 36160   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:01,824-Speed 140.53 samples/sec   Loss 1.1929   LearningRate 0.000011   Epoch: 1   Global Step: 36170   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:04,107-Speed 140.25 samples/sec   Loss 1.1650   LearningRate 0.000011   Epoch: 1   Global Step: 36180   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:06,388-Speed 140.29 samples/sec   Loss 1.1493   LearningRate 0.000011   Epoch: 1   Global Step: 36190   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:08,681-Speed 139.60 samples/sec   Loss 1.1790   LearningRate 0.000011   Epoch: 1   Global Step: 36200   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:10,976-Speed 139.48 samples/sec   Loss 1.1564   LearningRate 0.000011   Epoch: 1   Global Step: 36210   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:13,269-Speed 139.58 samples/sec   Loss 1.1410   LearningRate 0.000011   Epoch: 1   Global Step: 36220   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:15,564-Speed 139.49 samples/sec   Loss 1.1564   LearningRate 0.000011   Epoch: 1   Global Step: 36230   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:17,863-Speed 139.25 samples/sec   Loss 1.1528   LearningRate 0.000011   Epoch: 1   Global Step: 36240   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:20,161-Speed 139.26 samples/sec   Loss 1.1538   LearningRate 0.000011   Epoch: 1   Global Step: 36250   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:22,449-Speed 139.93 samples/sec   Loss 1.1776   LearningRate 0.000011   Epoch: 1   Global Step: 36260   Fp16 Grad Scale: 65536   Required: 2 hours
Training: 2023-08-17 23:24:24,730-Speed 140.32 samples/sec   Loss 1.1621   LearningRate 0.000011   Epoch: 1   Global Step: 36270   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:27,023-Speed 139.59 samples/sec   Loss 1.1427   LearningRate 0.000011   Epoch: 1   Global Step: 36280   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:29,308-Speed 140.07 samples/sec   Loss 1.1699   LearningRate 0.000011   Epoch: 1   Global Step: 36290   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:31,598-Speed 139.83 samples/sec   Loss 1.1615   LearningRate 0.000011   Epoch: 1   Global Step: 36300   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:33,884-Speed 139.97 samples/sec   Loss 1.1502   LearningRate 0.000011   Epoch: 1   Global Step: 36310   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:36,184-Speed 139.19 samples/sec   Loss 1.1694   LearningRate 0.000011   Epoch: 1   Global Step: 36320   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:38,459-Speed 140.71 samples/sec   Loss 1.1379   LearningRate 0.000011   Epoch: 1   Global Step: 36330   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:40,738-Speed 140.45 samples/sec   Loss 1.1263   LearningRate 0.000011   Epoch: 1   Global Step: 36340   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:43,022-Speed 140.13 samples/sec   Loss 1.1524   LearningRate 0.000011   Epoch: 1   Global Step: 36350   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:45,311-Speed 139.87 samples/sec   Loss 1.1739   LearningRate 0.000011   Epoch: 1   Global Step: 36360   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:47,612-Speed 139.07 samples/sec   Loss 1.1778   LearningRate 0.000011   Epoch: 1   Global Step: 36370   Fp16 Grad Scale: 65536   Required: 2 hours
Training: 2023-08-17 23:24:49,901-Speed 139.86 samples/sec   Loss 1.1275   LearningRate 0.000011   Epoch: 1   Global Step: 36380   Fp16 Grad Scale: 65536   Required: 2 hours
Training: 2023-08-17 23:24:52,179-Speed 140.50 samples/sec   Loss 1.1293   LearningRate 0.000011   Epoch: 1   Global Step: 36390   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:54,451-Speed 140.93 samples/sec   Loss 1.1264   LearningRate 0.000011   Epoch: 1   Global Step: 36400   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:56,739-Speed 139.88 samples/sec   Loss 1.1900   LearningRate 0.000011   Epoch: 1   Global Step: 36410   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:24:59,034-Speed 139.47 samples/sec   Loss 1.1801   LearningRate 0.000011   Epoch: 1   Global Step: 36420   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:25:01,308-Speed 140.77 samples/sec   Loss 1.1523   LearningRate 0.000011   Epoch: 1   Global Step: 36430   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:25:03,587-Speed 140.43 samples/sec   Loss 1.1475   LearningRate 0.000011   Epoch: 1   Global Step: 36440   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:25:05,857-Speed 141.03 samples/sec   Loss 1.1483   LearningRate 0.000011   Epoch: 1   Global Step: 36450   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:08,151-Speed 139.53 samples/sec   Loss 1.1691   LearningRate 0.000011   Epoch: 1   Global Step: 36460   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:10,430-Speed 140.44 samples/sec   Loss 1.1733   LearningRate 0.000011   Epoch: 1   Global Step: 36470   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:12,724-Speed 139.52 samples/sec   Loss 1.1567   LearningRate 0.000011   Epoch: 1   Global Step: 36480   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:15,016-Speed 139.68 samples/sec   Loss 1.1607   LearningRate 0.000011   Epoch: 1   Global Step: 36490   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:17,300-Speed 140.15 samples/sec   Loss 1.1726   LearningRate 0.000011   Epoch: 1   Global Step: 36500   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:19,591-Speed 139.71 samples/sec   Loss 1.1477   LearningRate 0.000011   Epoch: 1   Global Step: 36510   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:21,873-Speed 140.25 samples/sec   Loss 1.1634   LearningRate 0.000011   Epoch: 1   Global Step: 36520   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:24,168-Speed 139.46 samples/sec   Loss 1.1614   LearningRate 0.000011   Epoch: 1   Global Step: 36530   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:26,443-Speed 140.72 samples/sec   Loss 1.1327   LearningRate 0.000011   Epoch: 1   Global Step: 36540   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:28,728-Speed 140.07 samples/sec   Loss 1.1629   LearningRate 0.000011   Epoch: 1   Global Step: 36550   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:25:30,989-Speed 141.56 samples/sec   Loss 1.1645   LearningRate 0.000011   Epoch: 1   Global Step: 36560   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:33,275-Speed 140.03 samples/sec   Loss 1.1614   LearningRate 0.000011   Epoch: 1   Global Step: 36570   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:35,556-Speed 140.30 samples/sec   Loss 1.1610   LearningRate 0.000011   Epoch: 1   Global Step: 36580   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:37,841-Speed 140.12 samples/sec   Loss 1.1612   LearningRate 0.000011   Epoch: 1   Global Step: 36590   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:40,117-Speed 140.62 samples/sec   Loss 1.1380   LearningRate 0.000011   Epoch: 1   Global Step: 36600   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:42,400-Speed 140.21 samples/sec   Loss 1.1427   LearningRate 0.000011   Epoch: 1   Global Step: 36610   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:44,684-Speed 140.12 samples/sec   Loss 1.1577   LearningRate 0.000011   Epoch: 1   Global Step: 36620   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:46,960-Speed 140.66 samples/sec   Loss 1.1836   LearningRate 0.000011   Epoch: 1   Global Step: 36630   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:49,242-Speed 140.26 samples/sec   Loss 1.1390   LearningRate 0.000011   Epoch: 1   Global Step: 36640   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:51,512-Speed 140.97 samples/sec   Loss 1.1606   LearningRate 0.000011   Epoch: 1   Global Step: 36650   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:25:53,788-Speed 140.64 samples/sec   Loss 1.1660   LearningRate 0.000010   Epoch: 1   Global Step: 36660   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:25:56,085-Speed 139.40 samples/sec   Loss 1.1509   LearningRate 0.000010   Epoch: 1   Global Step: 36670   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:25:58,371-Speed 140.01 samples/sec   Loss 1.1713   LearningRate 0.000010   Epoch: 1   Global Step: 36680   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:00,659-Speed 139.92 samples/sec   Loss 1.1321   LearningRate 0.000010   Epoch: 1   Global Step: 36690   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:02,941-Speed 140.29 samples/sec   Loss 1.1562   LearningRate 0.000010   Epoch: 1   Global Step: 36700   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:05,227-Speed 139.99 samples/sec   Loss 1.2066   LearningRate 0.000010   Epoch: 1   Global Step: 36710   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:07,517-Speed 139.79 samples/sec   Loss 1.1434   LearningRate 0.000010   Epoch: 1   Global Step: 36720   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:09,794-Speed 140.56 samples/sec   Loss 1.1518   LearningRate 0.000010   Epoch: 1   Global Step: 36730   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:12,086-Speed 139.70 samples/sec   Loss 1.1589   LearningRate 0.000010   Epoch: 1   Global Step: 36740   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:14,346-Speed 141.63 samples/sec   Loss 1.1543   LearningRate 0.000010   Epoch: 1   Global Step: 36750   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:16,625-Speed 140.40 samples/sec   Loss 1.1570   LearningRate 0.000010   Epoch: 1   Global Step: 36760   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:18,905-Speed 140.42 samples/sec   Loss 1.1459   LearningRate 0.000010   Epoch: 1   Global Step: 36770   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:21,193-Speed 139.90 samples/sec   Loss 1.1596   LearningRate 0.000010   Epoch: 1   Global Step: 36780   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:23,489-Speed 139.41 samples/sec   Loss 1.2061   LearningRate 0.000010   Epoch: 1   Global Step: 36790   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:25,769-Speed 140.41 samples/sec   Loss 1.1987   LearningRate 0.000010   Epoch: 1   Global Step: 36800   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:28,056-Speed 139.94 samples/sec   Loss 1.1381   LearningRate 0.000010   Epoch: 1   Global Step: 36810   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:30,341-Speed 140.12 samples/sec   Loss 1.1529   LearningRate 0.000010   Epoch: 1   Global Step: 36820   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:32,631-Speed 139.74 samples/sec   Loss 1.1849   LearningRate 0.000010   Epoch: 1   Global Step: 36830   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:34,900-Speed 141.06 samples/sec   Loss 1.1567   LearningRate 0.000010   Epoch: 1   Global Step: 36840   Fp16 Grad Scale: 16384   Required: 2 hours
Training: 2023-08-17 23:26:37,186-Speed 140.03 samples/sec   Loss 1.1762   LearningRate 0.000010   Epoch: 1   Global Step: 36850   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:39,499-Speed 138.37 samples/sec   Loss 1.1559   LearningRate 0.000010   Epoch: 1   Global Step: 36860   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:41,797-Speed 139.28 samples/sec   Loss 1.1751   LearningRate 0.000010   Epoch: 1   Global Step: 36870   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:44,092-Speed 139.50 samples/sec   Loss 1.1902   LearningRate 0.000010   Epoch: 1   Global Step: 36880   Fp16 Grad Scale: 32768   Required: 2 hours
Training: 2023-08-17 23:26:46,353-Speed 141.53 samples/sec   Loss 1.1735   LearningRate 0.000010   Epoch: 1   Global Step: 36890   Fp16 Grad Scale: 8192   Required: 2 hours
Training: 2023-08-17 23:26:48,661-Speed 138.72 samples/sec   Loss 1.1435   LearningRate 0.000010   Epoch: 1   Global Step: 36900   Fp16 Grad Scale: 8192   Required: 2 hours
Training: 2023-08-17 23:26:50,967-Speed 138.82 samples/sec   Loss 1.1797   LearningRate 0.000010   Epoch: 1   Global Step: 36910   Fp16 Grad Scale: 8192   Required: 2 hours
Training: 2023-08-17 23:26:53,272-Speed 138.86 samples/sec   Loss 1.1445   LearningRate 0.000010   Epoch: 1   Global Step: 36920   Fp16 Grad Scale: 8192   Required: 2 hours
Training: 2023-08-17 23:26:55,555-Speed 140.16 samples/sec   Loss 1.1599   LearningRate 0.000010   Epoch: 1   Global Step: 36930   Fp16 Grad Scale: 8192   Required: 1 hours
Training: 2023-08-17 23:26:57,834-Speed 140.46 samples/sec   Loss 1.1176   LearningRate 0.000010   Epoch: 1   Global Step: 36940   Fp16 Grad Scale: 8192   Required: 1 hours
Training: 2023-08-17 23:27:00,109-Speed 140.72 samples/sec   Loss 1.1360   LearningRate 0.000010   Epoch: 1   Global Step: 36950   Fp16 Grad Scale: 8192   Required: 1 hours
Training: 2023-08-17 23:27:02,407-Speed 139.32 samples/sec   Loss 1.1552   LearningRate 0.000010   Epoch: 1   Global Step: 36960   Fp16 Grad Scale: 8192   Required: 1 hours
Training: 2023-08-17 23:27:04,693-Speed 140.01 samples/sec   Loss 1.1716   LearningRate 0.000010   Epoch: 1   Global Step: 36970   Fp16 Grad Scale: 8192   Required: 1 hours
Training: 2023-08-17 23:27:06,981-Speed 139.89 samples/sec   Loss 1.1447   LearningRate 0.000010   Epoch: 1   Global Step: 36980   Fp16 Grad Scale: 8192   Required: 1 hours
Training: 2023-08-17 23:27:09,277-Speed 139.38 samples/sec   Loss 1.1641   LearningRate 0.000010   Epoch: 1   Global Step: 36990   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:11,358-Val on RAF/AffectNet:
Training: 2023-08-17 23:27:11,465-Test: [0/48]	Time 0.107 (0.107)	Loss 0.5742 (0.5742)	Acc@1 92.188 (92.188)	Acc@5 96.875 (96.875)	Mem 5268MB
Training: 2023-08-17 23:27:12,555-Test: [10/48]	Time 0.110 (0.109)	Loss 0.4723 (0.5683)	Acc@1 95.312 (91.619)	Acc@5 98.438 (98.153)	Mem 5268MB
Training: 2023-08-17 23:27:13,609-Test: [20/48]	Time 0.104 (0.107)	Loss 0.6667 (0.5586)	Acc@1 87.500 (92.411)	Acc@5 100.000 (98.289)	Mem 5268MB
Training: 2023-08-17 23:27:14,688-Test: [30/48]	Time 0.109 (0.107)	Loss 0.4794 (0.5552)	Acc@1 95.312 (92.692)	Acc@5 98.438 (98.387)	Mem 5268MB
Training: 2023-08-17 23:27:15,737-Test: [40/48]	Time 0.105 (0.107)	Loss 0.6223 (0.5570)	Acc@1 89.062 (92.264)	Acc@5 96.875 (98.476)	Mem 5268MB
Training: 2023-08-17 23:27:16,465-[36999]Expression Loss: 0.55551
Training: 2023-08-17 23:27:16,466-[36999]Expression Acc@1: 92.43807
Training: 2023-08-17 23:27:16,466-[36999]Expression Acc@1-Highest: 92.47067
Training: 2023-08-17 23:27:16,466-[36999]Expression Acc@5: 98.50065
Training: 2023-08-17 23:27:16,466-[36999]Expression Acc@5-Highest: 99.44589
Training: 2023-08-17 23:27:16,466-[36999]10 Times Expression Acc@1: 92.02738
Training: 2023-08-17 23:27:16,466-[36999]10 Times Expression Acc@1-Highest: 92.07627
Training: 2023-08-17 23:27:16,694-Speed 43.15 samples/sec   Loss 1.1474   LearningRate 0.000010   Epoch: 1   Global Step: 37000   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:18,973-Speed 140.47 samples/sec   Loss 1.1750   LearningRate 0.000010   Epoch: 1   Global Step: 37010   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:21,253-Speed 140.42 samples/sec   Loss 1.1440   LearningRate 0.000010   Epoch: 1   Global Step: 37020   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:23,541-Speed 139.88 samples/sec   Loss 1.1452   LearningRate 0.000010   Epoch: 1   Global Step: 37030   Fp16 Grad Scale: 16384   Required: 1 hours
Training: 2023-08-17 23:27:25,837-Speed 139.39 samples/sec   Loss 1.1512   LearningRate 0.000010   Epoch: 1   Global Step: 37040   Fp16 Grad Scale: 16384   Required: 1 hours
